case_track,case_family,status_group,source_scope,epoch,address,amount_gonka,amount_ngonka,source_file,source_repo_head,note
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1lh0danzlvxm5qtaly7myqd3n5sus0fq92n8shx,182.307306602,182307306602,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1mmwngrtpc4fd4jquv5vfsnscqdzmcz0zgrvy0g,15.900304370,15900304370,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1pks9m29wqac2kxdj8v8acq58rjshh6u8y2a772,243.541684885,243541684885,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1q3n37e2uc4npkheyjllx2ztx5yh42rk6vz3kgn,27.431059448,27431059448,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1qx3znmtpxqgmz3t4tgpdk68dsfxuccn6cxnp8s,25.489037540,25489037540,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1t88kkvnrayz5l2u043tccd2pks4rt8y346z9dv,4.551613846,4551613846,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,116,gonka1xy9py6zlxsum2m0z422qwa0um6au7ls4r65ky8,32.043361480,32043361480,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,129,gonka1t8jjpaq2m0svru73kh9l0m62e7lr7qxxw6uvea,7.470360710,7470360710,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-02,P3-CAND-02,local_validated_recommended,settle_drop_epoch_cell,132,gonka105ce4495mj0mwkxqeasgdzqfq5jjrfq32eza5l,14.096689777,14096689777,/private/tmp/unclaimed-check/unclaimed.csv,gonkavip/unclaimed@658d62b,Negative-balance settle-drop amount from nonzero epoch cell.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,263,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,1953.032509538,1953032509538,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,263,gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2,1915.652591432,1915652591432,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,263,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,4850.385431974,4850385431974,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,264,gonka14g78ez2zy08k8sssue483zmfpgd4qut8zcwlqc,2019.930762224,2019930762224,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,264,gonka18xeqnspxpg2vncufnjne485rkaagwvz7whyn0d,2019.930762224,2019930762224,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,264,gonka1xwkesaxvdadh9wt9yyladu0r260s7whklcktds,1970.264959744,1970264959744,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P4-e265-source-cpoc,P4-CAND-01,disputed_not_aggregate,e265_cpoc_attack_attributed,265,gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu,5444.485833019,5444485833019,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e265_compensation_265.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e265 cPoC/attack-attributed row; aggregate is disputed.
P4-e265-source-cpoc,P4-CAND-01,disputed_not_aggregate,e265_cpoc_attack_attributed,265,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,4251.091849709,4251091849709,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e265_compensation_265.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e265 cPoC/attack-attributed row; aggregate is disputed.
P3-CAND-06,P3-CAND-06,pending_estimate,included_before_overlap_review,265,gonka1cuwejs77gectp3n32wg8q27hlsa4m3hqspf4ww,335.927643572,335927643572,validations/P3-CAND-06-pre-fix-confirmation-accounting/case6_gross_compensation_calculation.csv,local validation package,Gross candidate amount; do not treat as approved payout until policy and overlap review are complete.
P3-CAND-03-EXT,P3-CAND-03,local_validated_recommended,same_address_epoch_265_extension,265,gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6,20896.527179100,20896527179100,/private/tmp/GRC-e267-kimi_shortfall-check/BROADER_REVIEW.md,gonkalabs/GRC-e267-kimi_shortfall@9e372ae,Same-address Kimi cPoC shortfall extension recommended for Case 3.
P4-e265-source-cpoc,P4-CAND-01,disputed_not_aggregate,e265_cpoc_attack_attributed,265,gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6,20896.527179100,20896527179100,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e265_compensation_265.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e265 cPoC/attack-attributed row; aggregate is disputed.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09,11068.294374485,11068294374485,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,2013.418364780,2013418364780,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka12pcu9mcrpa4w4sjd9y3dsksnvu495ss6f9r4ra,1166.439755518,1166439755518,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka13a4v8gxxjav5t4xq5y9cv9d8rfnvkjfw5adqz3,521.637814838,521637814838,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka14ef2pxjge75gflqftn7m2wy0xv59gq9uc7qnct,15.595183567,15595183567,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka14ef2pxjge75gflqftn7m2wy0xv59gq9uc7qnct,260.818907419,260818907419,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu,42339.886222020,42339886222020,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka18xeqnspxpg2vncufnjne485rkaagwvz7whyn0d,2024.071372001,2024071372001,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9,4122.713794551,4122713794551,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1cuwejs77gectp3n32wg8q27hlsa4m3hqspf4ww,108.366531966,108366531966,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e,2529.450034569,2529450034569,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1fvly5jrewyjmjfgwah3khy9rttq4cqajcesv9p,113.864833864,113864833864,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1gyk0aahvr3qeju4zx0nplfreej6cy4jjk8svc5,30.990428883,30990428883,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1hwvel7n3zuk6wruefuzc356l9myske9stckwnz,1575.513416778,1575513416778,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6,18913.149363913,18913149363913,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1jrgm47v5eg876udmzg6j6glqcsd5x0vk6crpax,8543.711791292,8543711791292,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1myu058axjs62mc3e7na9krwvqpfl9z3gtcw9es,279.015575378,279015575378,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1q5xt54wncgzk7dxv9x64uln68455g83wu9tugg,29956.256305629,29956256305629,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1qa90tgczc0k5dvk4l5nvlf5y6phgm6mg22sfjv,18493.620535765,18493620535765,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1tja3g2da45efhe2p83gk3whtussmgmtsdlgprt,1805.142497891,1805142497891,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1tlvg4kjx7ljd5thgd5fkgh39q6lu8cmxupktgg,176.245568133,176245568133,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-delegation,P4-CAND-01,pending_estimate,e266_delegation_scope,266,gonka1tmk2tzdneht6smu34pkmqdvu7p34qavvmwtwq2,100.568940182,100568940182,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_delegation.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 delegation row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,7414.493025859,7414493025859,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1wkgawwdzj623ss8eywayzdj6qcgr2llygactje,2162.560465875,2162560465875,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1wthc28t25pg63hzvl07rl8e8r6km6hesl6jhsz,26783.899675377,26783899675377,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1xwkesaxvdadh9wt9yyladu0r260s7whklcktds,4293.161910088,4293161910088,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-e266-nonce,P4-CAND-01,pending_estimate,e266_nonce_scope,266,gonka1yal0ysgzc860zt3y8cds8656tnueusgymftvkw,1885.582278128,1885582278128,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e266_compensation_266_nonces.csv,votkon/gonka-kimi-restitution@5462c55,P4 source e266 nonce-scope row; compensability split still under review.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09,18968.875450327,18968875450327,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,5316.626990236,5316626990236,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka14g78ez2zy08k8sssue483zmfpgd4qut8zcwlqc,2602.055673919,2602055673919,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5,7314.568303812,7314568303812,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq,1476.899249957,1476899249957,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2,5172.564906045,5172564906045,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu,53363.435163560,53363435163560,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,5504.854092935,5504854092935,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka18xeqnspxpg2vncufnjne485rkaagwvz7whyn0d,2661.468139297,2661468139297,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2,2801.324031248,2801324031248,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9,5086.863739174,5086863739174,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e,1645.146939522,1645146939522,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P3-CAND-03,P3-CAND-03,local_validated_recommended,strict_epoch_267_kimi,267,gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6,10262.057515369,10262057515369,/private/tmp/GRC-e267-kimi_shortfall-check/BROADER_REVIEW.md,gonkalabs/GRC-e267-kimi_shortfall@9e372ae,Strict Case 3 Kimi cPoC shortfall row.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1jrgm47v5eg876udmzg6j6glqcsd5x0vk6crpax,14098.104837437,14098104837437,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5,1210.857590834,1210857590834,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0,2926.984024391,2926984024391,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1q5xt54wncgzk7dxv9x64uln68455g83wu9tugg,30065.862125160,30065862125160,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1qa90tgczc0k5dvk4l5nvlf5y6phgm6mg22sfjv,24542.605941178,24542605941178,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1tl5m3vuqsx333v7095ymwjdc4vdk2wd9r5hqws,2731.396085272,2731396085272,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1wkgawwdzj623ss8eywayzdj6qcgr2llygactje,5379.719873822,5379719873822,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1wthc28t25pg63hzvl07rl8e8r6km6hesl6jhsz,37197.986840600,37197986840600,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1xwkesaxvdadh9wt9yyladu0r260s7whklcktds,2728.767215123,2728767215123,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
P4-GroupCap-source,P4-CAND-01,disputed_not_aggregate,groupcap_source_topup_model,267,gonka1y2a9p56kv044327uycmqdexl7zs82fs5ryv5le,1025.259358283,1025259358283,validations/P4-CAND-01-kimi-restitution/source_cache/votkon_e267_compensation_267.csv,votkon/gonka-kimi-restitution@5462c55,P4 GroupCap source top-up model; committee must choose/reject model before payout.
